,EUI,Score
1662,88.5,36
1663,79.3,32
1664,111.0,49
1665,91.1,63
1666,91.2,52
1667,119.6,19
1668,67.0,80
1669,74.5,77
1670,81.2,3
1671,99.4,2
1672,107.6,7
1673,88.0,44
1674,102.9,21
1675,101.0,53
1676,82.1,95
1677,75.8,96
1678,85.7,89
1679,77.9,96
1680,69.3,99
1681,115.9,38
1682,100.7,52
1683,105.8,46
1684,119.1,31
1685,128.8,15
1686,111.3,59
1687,99.8,57
1688,85.8,68
1689,87.6,79
1690,118.5,15
1691,96.8,40
1692,84.0,55
1693,86.9,49
1694,39.9,99
1695,78.9,66
1696,87.9,52
1697,72.1,80
1698,77.9,69
1699,78.8,86
1700,88.8,60
1701,70.2,89
1702,79.9,59
1703,73.1,79
1704,107.0,8
1705,79.8,82
1706,117.5,2
1707,98.0,7
1708,90.9,38
1709,93.0,39
1710,88.0,68
1711,89.5,2
1712,112.9,32
1713,69.1,78
1714,134.8,12
1715,116.6,21
1716,111.3,49
1717,98.2,1
1718,90.1,57
1719,150.2,2
1720,85.0,65
1721,92.3,63
1722,102.6,40
1723,89.5,67
1724,106.1,36
1725,73.0,77
1726,91.3,67
1727,93.3,66
1728,104.4,31
1729,104.4,26
1730,114.9,26
1731,89.5,64
1732,92.8,51
1733,53.2,96
1734,91.1,61
1735,82.4,70
1736,52.5,72
1737,88.8,68
1738,114.7,44
1739,101.9,43
1740,118.3,12
1741,95.0,48
1742,88.9,65
1743,98.7,55
1744,65.8,83
1745,71.6,77
1746,77.1,95
1747,104.3,24
1748,79.0,66
1749,85.5,71
1750,107.6,42
1751,72.1,90
1752,100.6,68
1753,66.9,67
1754,83.3,59
1755,92.9,48
1756,73.1,67
1757,58.8,90
1758,114.9,22
1759,80.0,82
1760,83.0,54
1761,71.9,93
1762,105.9,41
1763,123.1,1
1764,108.0,67
1765,24.5,100
1766,73.0,88
1767,80.2,68
1768,70.6,82
1769,56.3,95
1770,92.9,59
1771,106.7,12
1772,99.7,22
1773,112.7,12
1774,95.7,43
1775,84.0,91
1776,124.3,11
1777,27.3,98
1778,151.6,1
1779,114.1,79
1780,23.7,100
1781,111.2,47
1782,92.0,48
1783,82.0,66
1784,81.9,61
1785,136.7,64
1786,80.2,65
1787,60.6,89
1788,63.9,91
1789,54.2,99
1790,102.0,70
1791,78.2,57
1792,71.7,98
1793,127.0,41
1794,74.8,26
1795,90.9,54
1796,93.6,78
1797,97.3,73
1798,78.8,72
1799,135.0,51
1800,70.4,80
1801,67.7,84
1802,56.5,81
1803,94.7,95
1804,73.9,95
1805,76.6,93
1806,66.8,41
1807,106.0,56
1808,106.1,34
1809,91.7,68
1810,58.8,64
1811,105.5,84
1812,95.8,58
1813,116.5,30
1814,97.1,48
1815,89.0,12
1816,96.2,22
1817,71.8,91
1818,88.4,34
1819,108.4,4
1820,44.2,92
1821,85.7,37
1822,74.0,79
1823,96.8,34
1824,120.6,7
1825,99.0,29
1826,75.8,64
1827,92.5,42
1828,130.9,20
1829,142.8,15
1830,110.7,33
1831,75.6,79
1832,112.8,55
1833,111.2,23
1834,91.3,41
1835,99.5,67
1836,64.5,77
1837,81.4,46
1838,88.9,51
1839,144.2,18
1840,108.9,8
1841,113.8,42
1842,111.9,48
1843,49.6,97
1844,98.6,31
1845,46.0,92
1846,130.8,3
1847,70.9,86
1848,78.5,71
1849,50.8,97
1850,76.4,77
1851,75.5,70
1852,90.1,66
1853,89.5,32
1854,94.7,32
1855,48.5,98
1856,81.1,66
1857,68.0,90
1858,62.0,96
1859,78.9,77
1860,71.9,78
1861,88.9,67
1862,134.0,8
1863,111.1,42
1864,119.3,6
1865,88.2,47
1866,93.9,55
1867,101.3,56
1868,78.4,68
1869,76.8,100
1870,97.9,55
1871,79.2,67
1872,95.3,49
1873,66.9,83
1874,71.6,90
1875,136.9,18
1876,92.7,100
1877,99.1,55
1878,112.5,42
1879,114.1,28
1880,99.2,14
1881,104.5,29
1882,85.4,36
1883,80.9,68
1884,86.7,62
1885,141.0,2
1886,107.7,38
1887,65.5,68
1888,82.9,66
1889,105.2,49
1890,62.3,99
1891,64.6,91
1892,74.9,56
1893,91.0,56
1894,93.6,34
1895,91.2,77
1896,114.4,36
1897,150.7,13
1898,36.9,89
1899,70.1,16
1900,88.6,42
1901,92.4,34
1902,54.5,33
1903,77.5,82
1904,100.4,3
1905,100.7,2
1906,88.3,5
1907,96.2,34
1908,101.2,3
1909,86.3,59
1910,99.3,6
1911,63.1,100
1912,94.8,85
1913,96.2,26
1914,94.5,35
1915,26.5,100
1916,92.4,70
1917,91.2,34
1918,88.1,70
1919,75.4,60
1920,64.9,84
1921,98.8,24
1922,65.3,100
1923,74.6,81
1924,67.6,95
1925,93.9,62
1926,41.6,91
1927,87.2,88
1928,66.7,99
1929,85.4,91
1930,96.3,83
1931,83.2,91
1932,60.5,73
1933,116.6,28
1934,51.8,95
1935,92.0,49
1936,100.9,55
1937,76.8,46
1938,60.6,98
1939,80.0,64
1940,89.2,8
1941,76.4,82
1942,73.6,49
1943,81.6,67
1944,128.0,9
1945,72.0,76
1946,110.4,23
1947,99.3,38
1948,109.1,30
1949,96.3,39
1950,112.0,23
1951,79.1,65
1952,102.7,43
1953,66.9,95
1954,94.1,32
1955,117.7,17
1956,64.0,97
1957,58.9,68
1958,90.0,32
1959,80.2,43
1960,79.1,57
1961,86.2,76
1962,74.5,68
1963,84.9,38
1964,99.1,38
1965,65.6,68
1966,75.1,85
1967,76.2,51
1968,94.6,63
1969,74.9,97
1970,96.9,54
1971,86.7,20
1972,115.8,14
1973,25.9,99
1974,126.9,5
1975,68.2,89
1976,97.4,46
1977,108.0,9
1978,94.6,52
1979,79.6,82
1980,55.6,81
1981,106.4,26
1982,106.7,22
1983,91.4,29
1984,86.8,64
1985,57.5,86
1986,125.9,13
1987,92.1,70
1988,120.3,28
1989,96.4,29
1990,101.7,86
1991,68.1,68
1992,112.0,42
1993,93.5,70
1994,95.0,58
1995,97.3,54
1996,98.6,52
1997,135.7,16
1998,102.2,30
1999,105.3,47
2000,96.0,56
2001,125.7,25
2002,103.3,82
2003,125.9,25
2004,84.5,100
2005,71.2,76
2006,78.5,31
2007,76.7,66
2008,86.9,57
2009,126.1,18
2010,126.7,19
2011,118.1,23
2012,81.7,42
2013,130.8,11
2014,62.5,86
2015,143.8,15
2016,133.9,16
2017,81.1,88
2018,134.4,7
2019,110.7,33
2020,81.5,65
2021,137.8,8
2022,95.4,25
2023,118.9,34
2024,64.7,84
2025,35.6,96
2026,110.3,20
2027,115.8,16
2028,118.0,35
2029,73.1,80
2030,89.4,73
2031,89.6,87
2032,117.8,14
2033,141.7,13
2034,63.1,88
2035,98.7,47
2036,80.3,76
2037,93.3,72
2038,97.4,1
2039,89.3,19
2040,114.7,29
2041,99.6,38
2042,99.5,65
2043,66.7,88
2044,56.7,34
2045,73.6,91
2046,72.4,84
2047,88.1,64
2048,79.9,68
2049,77.5,58
2050,143.5,1
2051,85.8,19
2052,71.6,70
2053,57.6,94
2054,71.0,30
2055,59.7,53
2056,80.4,67
2057,79.8,38
2058,97.7,18
2059,97.8,26
2060,73.4,78
2061,75.9,51
2062,81.0,70
2063,90.5,19
2064,78.9,51
2065,88.7,68
2066,66.3,89
2067,77.3,74
2068,99.7,63
2069,71.4,81
2070,77.7,75
2071,54.4,91
2072,67.9,80
2073,88.8,71
2074,110.1,15
2075,96.9,33
2076,98.0,44
2077,88.9,63
2078,118.6,38
2079,90.3,60
2080,70.3,81
2081,94.0,49
2082,77.8,82
2083,86.6,72
2084,89.7,64
2085,82.0,80
2086,135.6,9
2087,141.1,11
2088,83.7,67
2089,71.9,72
2090,62.3,95
2091,25.0,99
2092,63.1,97
2093,63.7,85
2094,45.7,100
2095,27.4,93
2096,95.5,45
2097,75.8,25
2098,75.2,69
2099,91.4,44
2100,72.8,65
2101,125.0,15
2102,151.8,2
2103,67.6,1
2104,43.5,99
2105,113.2,33
2106,101.5,44
2107,148.5,3
2108,90.6,50
2109,63.6,89
2110,87.4,90
2111,111.6,25
2112,83.7,64
2113,94.7,86
2114,78.3,76
2115,112.8,12
2116,83.2,93
2117,97.7,37
2118,105.1,75
2119,77.5,92
2120,88.5,58
2121,62.8,74
2122,48.4,100
2123,96.8,44
2124,53.8,98
2125,85.2,61
2126,72.2,87
2127,90.6,79
2128,95.7,60
2129,101.9,55
2130,89.5,41
2131,91.8,87
2132,69.9,99
2133,106.8,48
2134,70.6,97
2135,65.4,99
2136,67.1,86
2137,72.9,78
2138,128.2,54
2139,87.7,47
2140,83.8,60
2141,69.9,100
2142,86.2,41
2143,97.5,60
2144,102.2,41
2145,81.8,59
2146,87.6,66
2147,72.1,50
2148,106.6,54
2149,80.5,62
2150,71.8,70
2151,66.7,97
2152,69.2,97
2153,88.1,60
2154,59.7,66
2155,149.0,3
2156,115.4,15
2157,66.0,29
2158,81.6,65
2159,74.4,45
2160,69.3,89
2161,78.6,85
2162,152.9,8
2163,53.1,90
2164,67.1,86
2165,50.8,97
2166,79.6,69
2167,65.8,97
2168,98.1,17
2169,83.9,96
2170,118.5,3
2171,63.9,40
2172,65.3,86
2173,45.6,100
2174,86.6,47
2175,65.9,85
2176,91.1,27
2177,92.5,94
2178,125.9,4
2179,87.7,49
2180,104.7,66
2181,63.1,98
2182,65.0,100
2183,65.2,49
2184,81.2,56
2185,106.1,25
2186,46.9,63
2187,67.2,81
2188,28.9,98
2189,117.4,20
2190,84.1,52
2191,66.6,84
2192,76.8,55
2193,92.6,77
2194,116.4,58
2195,149.8,12
2196,103.0,56
2197,93.1,62
2198,97.6,72
2199,41.8,100
2200,70.8,96
2201,110.8,60
2202,104.3,75
2203,101.1,49
2204,83.2,85
2205,80.0,78
2206,114.3,39
2207,102.6,58
2208,82.9,79
2209,135.0,23
2210,93.0,56
2211,88.0,56
2212,131.1,13
2213,94.2,65
2214,107.7,36
2215,112.2,37
2216,100.1,80
2217,68.8,85
2218,143.6,23
2219,90.1,64
2220,75.6,76
2221,103.6,34
2222,101.8,55
2223,61.7,57
2224,102.9,32
2225,45.9,85
2226,79.7,63
2227,91.3,52
2228,72.4,81
2229,84.0,74
2230,111.4,58
2231,78.2,29
2232,147.8,4
2233,112.2,27
2234,99.4,27
2235,87.5,55
2236,95.3,66
2237,76.2,92
2238,80.8,68
2239,24.5,100
2240,126.1,7
2241,98.6,39
2242,78.9,53
2243,89.8,57
2244,69.5,100
2245,85.7,49
2246,80.0,83
2247,84.4,66
2248,139.1,7
2249,86.6,93
2250,93.4,62
2251,108.7,31
2252,99.3,52
2253,103.7,16
2254,86.1,68
2255,88.5,66
2256,71.3,98
2257,93.8,42
2258,57.2,99
2259,90.3,99
2260,94.5,60
2261,108.5,51
2262,122.3,32
2263,109.7,22
2264,91.6,54
2265,64.7,99
2266,106.8,52
2267,75.4,72
2268,80.9,71
2269,93.7,62
2270,85.4,55
2271,104.1,39
2272,107.9,30
2273,78.5,75
2274,78.7,87
2275,53.8,74
2276,115.6,25
2277,105.6,21
2278,97.6,42
2279,97.6,66
2280,108.0,10
2281,94.1,51
2282,88.2,59
2283,87.7,61
2284,93.9,55
2285,89.3,78
2286,64.1,66
2287,107.6,55
2288,33.8,99
2289,99.2,34
2290,89.0,92
2291,82.0,91
2292,81.1,63
2293,79.2,92
2294,68.5,60
2295,71.1,98
2296,34.4,100
2297,59.5,100
2298,78.2,48
2299,95.7,44
2300,112.2,15
2301,62.3,88
2302,67.6,73
2303,66.0,50
2304,56.3,90
2305,96.2,44
2306,107.3,48
2307,127.1,18
2308,127.8,17
2309,74.9,79
2310,76.5,24
2311,109.3,42
2312,44.0,96
2313,98.0,58
2314,118.6,53
2315,116.0,33
2316,79.7,31
2317,85.0,50
2318,85.9,49
2319,83.9,20
2320,82.7,89
2321,89.3,81
2322,68.0,100
2323,87.2,48
2324,116.3,44
2325,58.3,88
2326,101.3,49
2327,97.6,34
2328,85.7,46
2329,92.7,9
2330,84.7,70
2331,86.9,12
2332,60.1,100
2333,72.9,61
2334,57.8,30
2335,90.0,66
2336,94.0,5
2337,129.1,13
2338,84.5,72
2339,133.4,20
2340,69.8,82
2341,60.5,88
2342,74.5,15
2343,78.3,77
2344,97.8,51
2345,75.7,66
2346,72.2,79
2347,72.9,75
2348,84.3,65
2349,70.4,88
2350,90.4,66
2351,69.7,87
2352,80.0,71
2353,47.0,83
2354,95.3,32
2355,131.9,16
2356,87.7,71
2357,92.6,33
2358,101.2,39
2359,58.3,96
2360,92.7,85
2361,75.4,77
2362,140.4,3
2363,60.4,92
2364,68.2,87
2365,67.9,47
2366,76.8,45
2367,77.3,98
2368,147.5,16
2369,105.9,37
2370,74.6,76
2371,82.7,77
2372,39.3,71
2373,36.8,71
2374,68.1,75
2375,96.9,16
2376,126.7,70
2377,80.3,72
2378,42.0,58
2379,82.8,60
2380,90.8,45
2381,68.3,85
2382,132.9,15
2383,56.1,97
2384,73.0,93
2385,83.7,70
2386,119.9,7
2387,39.5,66
2388,97.3,43
2389,81.1,58
2390,77.7,72
2391,38.0,68
2392,31.3,85
2393,54.1,90
2394,96.3,50
2395,23.6,98
2396,71.7,33
2397,116.9,38
2398,80.8,71
2399,120.0,29
2400,113.8,13
2401,25.6,75
2402,82.7,92
2403,122.3,20
2404,57.6,49
2405,92.4,7
2406,28.6,96
2407,43.5,66
2408,120.4,37
2409,90.1,82
2410,77.8,71
2411,58.0,77
2412,64.9,90
2413,65.0,95
2414,108.9,30
2415,97.5,43
2416,131.8,6
2417,100.4,41
2418,68.9,78
2419,34.2,75
2420,84.5,81
2421,26.0,95
2422,119.6,23
2423,85.8,27
2424,56.7,89
2425,68.0,44
2426,118.1,1
2427,78.9,85
2428,108.3,48
2429,75.6,78
2430,31.9,68
2431,101.7,33
2432,78.4,74
2433,110.1,12
2434,115.6,28
2435,86.6,49
2436,103.4,57
2437,92.6,52
2438,69.0,86
2439,111.7,39
2440,59.3,92
2441,91.6,55
2442,69.0,83
2443,89.4,78
2444,32.4,76
2445,70.7,87
2446,76.5,80
2447,67.5,94
2448,63.2,93
2449,93.1,48
2450,108.6,15
2451,120.5,20
2452,68.1,91
2453,60.4,85
2454,72.7,74
2455,95.4,42
2456,76.9,83
2457,91.6,55
2458,90.7,65
2459,94.0,42
2460,91.4,55
2461,102.0,55
2462,132.7,5
2463,132.8,5
2464,61.0,95
2465,72.5,87
2466,31.2,83
2467,111.4,30
2468,95.9,19
2469,80.2,64
2470,85.1,61
2471,76.5,58
2472,89.6,47
2473,88.6,47
2474,26.4,93
2475,29.4,89
2476,78.9,14
2477,89.1,44
2478,96.1,46
2479,85.2,73
2480,101.3,58
2481,64.4,15
2482,102.7,12
2483,91.3,50
2484,92.9,36
2485,92.1,46
2486,105.0,28
2487,87.2,81
2488,86.7,39
2489,105.4,24
2490,109.4,33
2491,91.3,40
2492,87.5,74
2493,76.6,68
2494,81.9,53
2495,59.1,72
2496,61.4,92
2497,98.8,52
2498,96.2,29
2499,78.7,72
2500,99.1,9
2501,91.5,24
2502,63.0,49
2503,86.0,22
2504,80.4,67
2505,104.3,10
2506,90.8,99
2507,93.2,56
2508,88.7,25
2509,125.6,2
2510,82.8,31
2511,88.0,38
2512,89.9,63
2513,71.5,85
2514,68.8,88
2515,70.0,88
2516,87.2,30
2517,84.7,66
2518,122.4,15
2519,90.3,39
2520,47.7,97
2521,55.8,93
2522,65.1,82
2523,103.2,42
2524,119.7,70
2525,54.0,91
2526,67.8,84
2527,66.8,84
2528,87.4,45
2529,24.4,100
2530,121.4,49
2531,101.6,71
2532,100.7,68
2533,87.4,56
2534,106.3,35
2535,80.9,73
2536,52.3,96
2537,70.2,78
2538,142.6,2
2539,58.2,95
2540,80.4,67
2541,88.7,60
2542,97.3,60
2543,78.6,80
2544,134.1,23
2545,61.7,92
2546,65.4,99
2547,71.2,89
2548,107.2,57
2549,70.3,82
2550,83.4,48
2551,87.8,63
2552,78.5,92
2553,53.6,93
2554,71.1,32
2555,74.5,54
2556,50.5,100
2557,92.6,70
2558,88.9,77
2559,84.5,81
2560,116.0,42
2561,97.3,98
2562,130.1,56
2563,89.6,63
2564,66.4,96
2565,88.0,52
2566,77.4,62
2567,78.7,75
2568,87.1,62
2569,77.5,59
2570,117.0,26
2571,109.5,21
2572,109.6,51
2573,67.5,70
2574,115.6,4
2575,113.4,42
2576,87.9,51
2577,87.6,60
2578,97.2,65
2579,107.6,32
2580,95.5,44
2581,69.1,76
2582,66.9,96
2583,88.5,49
2584,65.9,91
2585,99.0,59
2586,104.9,64
2587,99.3,45
2588,71.8,76
2589,102.8,20
2590,79.5,57
2591,100.5,5
2592,93.8,57
2593,89.4,53
2594,82.5,61
2595,76.6,72
2596,151.9,1
2597,106.6,28
2598,100.4,28
2599,79.3,41
2600,82.6,41
2601,86.9,75
2602,114.4,30
2603,69.8,63
2604,124.4,22
2605,90.2,92
2606,142.9,11
2607,66.5,69
2608,67.8,72
2609,102.5,5
2610,81.0,11
2611,88.5,67
2612,93.7,45
2613,64.9,81
2614,93.8,4
2615,104.7,47
2616,51.6,93
2617,80.5,19
2618,93.3,73
2619,79.1,88
2620,92.5,6
2621,81.2,83
2622,62.9,62
2623,109.4,11
2624,81.7,46
2625,123.5,16
2626,111.5,33
2627,118.2,20
2628,74.8,92
2629,111.7,20
2630,104.6,35
2631,78.7,65
2632,56.4,56
2633,107.3,34
2634,117.9,24
2635,145.3,4
2636,86.0,70
2637,61.7,42
2638,107.9,25
2639,117.9,9
2640,70.3,64
2641,42.8,99
2642,95.0,45
2643,98.1,45
2644,89.6,77
2645,65.1,79
2646,68.9,95
2647,114.0,29
2648,51.0,100
2649,97.5,9
2650,67.0,97
2651,115.8,10
2652,75.5,77
2653,65.8,89
2654,71.7,83
2655,83.0,78
2656,72.6,77
2657,107.7,28
2658,83.6,53
2659,26.3,98
2660,81.8,82
2661,118.2,43
2662,117.5,52
2663,129.5,31
2664,74.2,82
2665,82.8,76
2666,109.4,22
2667,101.3,20
2668,82.6,73
2669,87.5,74
2670,96.6,67
2671,83.5,74
2672,84.5,72
2673,90.9,85
2674,99.3,17
2675,82.0,32
2676,74.8,34
2677,111.7,19
2678,82.5,35
2679,82.5,78
2680,78.9,85
2681,53.3,100
2682,59.6,100
2683,118.5,27
2684,67.1,82
2685,78.3,41
2686,111.0,27
2687,109.5,15
2688,65.1,87
2689,98.7,48
2690,149.4,17
2691,78.2,73
2692,68.9,90
2693,151.3,15
2694,125.9,30
2695,150.3,43
2696,70.2,83
2697,100.0,43
2698,71.5,98
2699,92.1,89
2700,89.8,47
2701,67.2,98
2702,69.3,76
2703,78.0,61
2704,82.0,59
2705,70.5,76
2706,88.1,48
2707,100.8,50
2708,78.6,73
2709,92.3,79
2710,107.3,19
2711,126.9,5
2712,65.0,94
2713,95.5,53
2714,126.9,5
2715,79.9,62
2716,81.0,26
2717,57.4,92
2718,76.1,64
2719,130.9,1
2720,58.2,35
2721,67.1,96
2722,65.3,70
2723,79.0,67
2724,126.9,5
2725,126.9,5
2726,126.9,5
2727,126.9,5
2728,70.1,79
2729,70.1,79
2730,139.3,49
2731,80.1,82
2732,121.9,4
2733,31.7,99
2734,94.8,1
2735,75.6,65
2736,97.1,41
2737,63.5,66
2738,90.6,58
2739,86.2,63
2740,72.3,90
2741,85.7,63
2742,125.6,18
2743,67.3,80
2744,121.6,12
2745,32.1,96
2746,75.0,50
2747,102.6,31
2748,59.0,93
2749,77.3,21
2750,83.0,81
2751,121.4,9
2752,144.9,4
2753,100.1,49
2754,83.3,65
2755,109.8,32
2756,82.8,60
2757,109.7,39
2758,100.8,21
2759,98.1,30
2760,114.0,21
2761,106.1,42
2762,108.9,35
2763,91.8,86
2764,103.0,63
2765,105.9,26
2766,108.1,35
2767,94.2,49
2768,119.2,24
2769,102.6,44
2770,102.9,33
2771,111.4,72
2772,123.0,46
2773,121.3,18
2774,93.4,56
2775,106.3,43
2776,100.0,33
2777,90.2,26
2778,118.0,21
2779,81.8,13
2780,102.0,12
2781,96.4,16
2782,98.7,8
2783,84.2,23
2784,76.0,68
2785,24.8,96
2786,87.3,61
2787,117.6,16
2788,89.8,18
2789,75.2,76
2790,76.7,86
2791,108.8,44
2792,108.3,44
2793,88.0,55
2794,103.1,33
2795,53.7,93
2796,68.3,4
2797,92.9,3
2798,100.8,21
2799,95.6,38
2800,140.7,5
2801,116.5,9
2802,139.7,10
2803,92.8,39
2804,88.3,65
2805,128.8,25
2806,67.0,76
2807,83.4,68
2808,53.1,95
2809,114.8,17
2810,63.5,64
2811,85.0,95
2812,70.2,98
2813,66.2,97
2814,58.5,99
2815,105.2,74
2816,92.3,86
2817,102.2,78
2818,75.9,70
2819,128.5,15
2820,61.0,99
2821,114.4,2
2822,128.1,29
2823,131.5,17
2824,96.2,48
2825,146.9,3
2826,119.7,1
2827,121.8,6
2828,109.4,21
2829,94.1,33
2830,115.7,28
2831,99.2,35
2832,144.6,14
2833,77.3,1
2834,69.7,75
2835,80.7,57
2836,134.9,21
2837,82.5,68
2838,90.0,44
2839,87.2,74
2840,124.2,23
2841,119.4,30
2842,79.5,67
2843,67.6,81
2844,131.1,12
2845,53.0,93
2846,134.1,15
2847,123.8,20
2848,86.6,46
2849,101.5,41
2850,134.6,18
2851,119.7,9
2852,72.6,58
2853,90.2,81
2854,153.8,4
2855,129.3,15
2856,139.0,14
2857,117.9,81
2858,48.6,85
2859,98.3,9
2860,129.0,23
2861,141.5,11
2862,98.1,87
2863,61.0,83
2864,112.4,31
2865,131.9,9
2866,152.6,8
2867,29.9,99
2868,29.6,99
2869,85.8,61
2870,25.4,100
2871,27.4,100
2872,100.6,42
2873,97.6,40
2874,71.5,68
2875,141.4,12
2876,107.4,88
2877,101.6,25
2878,85.1,4
2879,112.5,33
2880,144.1,7
2881,146.1,7
2882,24.5,100
2883,35.8,93
2884,149.1,1
2885,128.0,29
2886,101.0,45
2887,84.9,57
2888,145.4,1
2889,111.7,24
2890,105.3,39
2891,125.1,18
2892,33.7,88
2893,124.1,66
2894,27.0,100
2895,142.2,10
2896,118.7,25
2897,116.5,17
2898,86.8,4
2899,131.7,1
2900,120.4,15
2901,153.6,1
2902,92.6,44
2903,151.8,9
2904,33.1,99
2905,106.4,13
2906,126.6,20
2907,97.3,48
2908,131.3,5
2909,114.9,18
2910,105.4,25
2911,141.5,6
2912,90.9,30
2913,109.7,26
2914,136.6,6
2915,127.4,15
2916,100.3,24
2917,136.2,5
2918,146.4,9
2919,105.1,24
2920,112.6,35
2921,89.0,47
2922,24.9,99
2923,90.0,67
2924,117.4,19
2925,135.1,19
2926,146.1,5
2927,136.4,2
2928,109.0,30
2929,124.4,15
2930,132.8,72
2931,76.9,61
2932,142.3,14
2933,120.2,73
2934,105.9,86
2935,34.8,97
2936,29.4,99
2937,25.7,100
2938,107.2,26
2939,152.8,9
2940,153.5,8
2941,111.3,22
2942,95.2,90
2943,101.1,50
2944,81.8,73
2945,39.3,99
2946,120.7,38
2947,146.6,12
2948,101.1,36
2949,93.8,41
2950,96.0,50
2951,79.5,88
2952,112.4,19
2953,108.0,29
2954,116.2,31
2955,103.5,41
2956,129.5,19
2957,128.7,18
2958,31.2,99
2959,148.8,8
2960,123.5,31
2961,152.7,5
2962,140.6,19
2963,154.0,9
2964,141.2,9
2965,137.9,15
2966,41.8,28
2967,27.6,88
2968,141.2,13
2969,144.6,9
2970,93.2,57
2971,150.4,7
2972,146.8,8
2973,119.5,20
2974,112.5,15
2975,144.2,8
2976,95.2,34
2977,141.7,9
2978,138.4,7
2979,153.2,8
2980,100.5,47
2981,134.3,14
2982,145.8,5
2983,133.4,12
2984,137.7,9
2985,36.4,100
2986,107.1,46
2987,135.2,6
2988,67.5,100
2989,27.9,100
2990,118.0,9
2991,102.6,30
2992,25.2,99
2993,129.9,21
2994,151.5,2
2995,141.3,10
2996,133.8,18
2997,128.3,10
2998,98.2,40
2999,92.3,44
3000,135.4,2
3001,114.3,1
3002,112.4,35
3003,64.5,83
3004,153.1,1
3005,125.3,15
3006,121.2,17
3007,74.4,96
3008,112.7,22
3009,130.1,5
3010,77.8,68
3011,60.7,100
3012,98.4,77
3013,120.6,19
3014,139.7,7
3015,100.1,44
3016,102.4,34
3017,109.4,1
3018,142.9,7
3019,86.1,35
3020,147.9,8
3021,131.1,18
3022,76.2,62
3023,81.2,99
3024,35.1,94
3025,75.7,73
3026,134.6,1
3027,90.4,55
3028,131.8,19
3029,121.5,1
3030,133.3,17
3031,140.4,13
3032,141.6,8
3033,91.4,54
3034,98.1,50
3035,144.5,1
3036,122.1,20
3037,151.0,1
3038,67.8,95
3039,127.9,10
3040,142.6,15
3041,132.5,16
3042,89.2,79
3043,115.0,20
3044,116.3,39
3045,74.1,82
3046,84.4,59
3047,91.6,47
3048,99.8,49
3049,88.3,64
3050,90.4,68
3051,99.7,48
3052,109.2,35
3053,77.0,62
3054,134.2,7
3055,139.7,7
3056,105.9,40
3057,78.0,59
3058,125.5,9
3059,81.0,68
3060,70.8,64
3061,114.2,24
3062,107.2,18
3063,59.1,92
3064,100.6,36
3065,69.8,77
3066,84.4,74
3067,70.8,64
3068,128.2,12
3069,68.8,8
3070,118.2,1
3071,107.6,1
3072,95.6,41
3073,69.6,73
3074,87.7,55
3075,47.7,90
3076,23.9,100
3077,79.3,65
3078,29.8,98
3079,31.0,96
3080,29.9,97
3081,102.3,31
3082,128.5,11
3083,27.8,98
3084,126.3,5
3085,25.0,100
3086,92.6,40
3087,122.6,7
3088,107.4,13
3089,102.7,35
3090,60.5,92
3091,64.7,98
3092,116.4,39
3093,65.7,93
3094,118.1,15
3095,72.9,81
3096,95.8,62
3097,100.9,48
3098,63.0,86
3099,62.0,98
3100,72.3,89
3101,107.1,20
3102,104.0,23
3103,105.9,53
3104,89.3,70
3105,101.0,67
3106,89.3,87
3107,65.4,90
3108,108.0,9
3109,69.2,84
3110,74.9,70
3111,106.0,16
3112,44.6,91
3113,128.9,10
3114,103.0,37
3115,89.8,74
3116,90.3,54
3117,89.8,49
3118,79.4,59
3119,70.4,81
3120,125.6,13
3121,121.3,16
3122,123.2,16
3123,124.7,13
3124,95.2,52
3125,108.3,21
3126,90.6,66
3127,76.3,78
3128,79.8,78
3129,61.4,63
3130,83.9,76
3131,63.4,58
3132,100.9,42
3133,94.2,26
3134,131.8,3
3135,90.8,70
3136,47.8,100
3137,98.6,66
3138,98.3,47
3139,63.2,78
3140,116.3,33
3141,103.0,25
3142,92.7,52
3143,74.3,71
3144,103.8,31
3145,41.3,99
3146,92.7,44
3147,97.1,62
3148,103.8,35
3149,70.8,69
3150,104.7,53
3151,86.9,79
3152,49.4,95
3153,101.8,52
3154,132.9,7
3155,115.9,30
3156,111.4,29
3157,146.1,3
3158,131.6,12
3159,118.7,22
3160,84.7,30
3161,94.5,51
3162,82.2,68
3163,145.3,4
3164,74.4,22
3165,63.8,77
3166,86.6,57
3167,69.9,79
3168,107.1,40
3169,114.4,31
3170,140.2,14
3171,107.6,54
3172,73.1,74
3173,86.9,75
3174,112.9,26
3175,51.2,94
3176,77.3,60
3177,86.0,65
3178,49.8,96
3179,91.0,67
3180,108.4,2
3181,127.7,13
3182,63.7,41
3183,72.9,80
3184,79.4,85
3185,107.1,28
3186,78.3,65
3187,93.2,21
3188,126.2,21
3189,117.7,22
3190,89.7,55
3191,71.3,57
3192,105.0,59
3193,85.4,37
3194,114.4,45
3195,65.8,74
3196,97.0,80
3197,65.6,70
3198,72.4,98
3199,122.3,23
3200,120.0,30
3201,133.9,12
3202,96.3,57
3203,150.7,3
3204,77.2,80
3205,87.0,64
3206,69.6,79
3207,59.7,98
3208,99.1,36
3209,79.6,76
3210,72.8,82
3211,30.3,98
3212,84.6,27
3213,54.3,91
3214,108.2,49
3215,95.3,52
